email,password,first_name,last_name,phone,address,city,zip_code,country,date_joined,pet_name,pet_type,pet_gender,pet_breed,pet_neutered,pet_age_years,pet_age_months,pet_weight,pet_body_type,pet_activity_level,pet_food_types,pet_food_feeling,pet_food_importance
deniz.erdogan@gmail.com,DeErd96#2024,Deniz,Erdoğan,+90 505 899 44 45,Atatürk Blv 249,Istanbul,34969,Turkey,2025-10-10T06:23:51,Milo,Cat,Female,Maine Coon,True,7.0,5.0,5.8,Ideal,Very Active,Raw food,Happy and energetic,Very important
ece.celik802@nordiq.io,EcCel54#2025,Ece,Çelik,+90 538 692 46 05,Atatürk Blv 240,Istanbul,34909,Turkey,2025-10-10T07:01:34,,,,,,,,,,,,,
elina.hamalainen240@gmail.com,ElHam92!2024,Elina,Hämäläinen,+358 044 7880330,Mannerheimintie 172,Oulu,90252,Finland,2025-10-10T07:06:20,,,,,,,,,,,,,
gizem.kaya959@icloud.com,GiKay91!2024,Gizem,Kaya,+90 530 193 79 26,Bağdat Cd 127,Istanbul,34069,Turkey,2025-10-10T07:21:12,,,,,,,,,,,,,
ali.erdogan@yahoo.com,AlErd25!2024,Ali,Erdoğan,+90 535 308 55 41,Nispetiye Cd 72,Antalya,07349,Turkey,2025-10-10T07:28:26,,,,,,,,,,,,,
sanna.korhonen332@yahoo.com,SaKor59$2024,Sanna,Korhonen,+358 044 8672496,Esplanadi 65,Helsinki,00804,Finland,2025-10-10T07:59:31,,,,,,,,,,,,,
sunny.bear_9317@gmail.com,CeYil89$2024,Cem,Yılmaz,+90 539 117 97 40,Bağdat Cd 190,Istanbul,34364,Turkey,2025-10-10T09:02:21,,,,,,,,,,,,,
cem.dogan958@gmail.com,CeDog90@2024,Cem,Doğan,+90 535 917 66 44,Cumhuriyet Cd 13,Istanbul,34554,Turkey,2025-10-10T09:22:08,,,,,,,,,,,,,
pieter.devries@gmail.com,Pide 25$2024,Pieter,de Vries,+31 6 7232 4997,Kalverstraat 6,Utrecht,3529 39,Netherlands,2025-10-10T09:44:36,,,,,,,,,,,,,
cosmic.bear_8394@gmail.com,EcKay10#2025,Ece,Kaya,+90 501 157 39 97,Nispetiye Cd 183,Kayseri,38725,Turkey,2025-10-10T09:50:43,,,,,,,,,,,,,
inge.jansen@gmail.com,InJan84@2024,Inge,Jansen,+31 6 3939 9106,Nieuwezijds Voorburgwal 238,Amsterdam,1065 99,Netherlands,2025-10-10T10:02:18,Daisy,Cat,Female,Siamese,True,4.0,2.0,4.4,Underweight,Less Active,Dry food,Happy and energetic,Important
smart.bear_9807@gmail.com,HiAyd15@2024,Hilal,Aydın,+90 535 630 36 85,Atatürk Blv 146,Bursa,16733,Turkey,2025-10-10T10:07:37,,,,,,,,,,,,,
hilal.aydin383@gmail.com,HiAyd28$2025,Hilal,Aydın,+90 537 228 22 75,İstiklal Cd 171,Istanbul,34202,Turkey,2025-10-10T11:02:15,Sushi,Dog,Male,Beagle,False,5.0,0.0,10.7,Overweight,Moderately Active,"Wet food, Raw food",Happy and energetic,Important
gizem.demir@gmail.com,GiDem30!2025,Gizem,Demir,+90 532 539 26 81,Cumhuriyet Cd 184,Bursa,16933,Turkey,2025-10-10T12:42:07,Loki,Dog,Male,Poodle,True,4.0,0.0,8.8,Overweight,Less Active,"Dry food, Wet food",Always hungry,Important
inge.bakker727@gmail.com,InBak66!2025,Inge,Bakker,+31 6 3380 7763,Damrak 142,Rotterdam,3035 84,Netherlands,2025-10-10T13:06:43,Rocky,Cat,Female,Persian,False,13.0,0.0,4.5,Underweight,Less Active,"Wet food, Raw food",Content and satisfied,Important
berk.kaya@gmail.com,BeKay99@2024,Berk,Kaya,+90 532 502 85 43,İnönü Cd 76,Istanbul,34036,Turkey,2025-10-10T14:18:54,,,,,,,,,,,,,
lion5382@gmail.com,ToBos11$2024,Tom,Bos,+31 6 6471 4943,Kalverstraat 4,Amsterdam,1070 42,Netherlands,2025-10-10T14:40:08,Milo,Dog,Female,Rottweiler,False,5.0,3.0,45.0,Muscular,Very Active,"Dry food, Wet food",Picky eater,Important
ilona.korhonen841@saha.com,IlKor10$2024,Ilona,Korhonen,+358 041 9104848,Mannerheimintie 150,Oulu,90742,Finland,2025-10-10T16:06:56,Luna,Dog,Female,Cocker Spaniel,True,8.0,1.0,14.4,Muscular,Active,"Dry food, Wet food",Always hungry,Very important
mehmet.arslan@zoho.com,MeArs25@2025,Mehmet,Arslan,+90 532 350 46 90,Halaskargazi Cd 91,Ankara,06242,Turkey,2025-10-10T16:50:29,,,,,,,,,,,,,
urban.eagle_3692@yahoo.com,OnKay29#2024,Onur,Kaya,+90 533 299 37 57,İstiklal Cd 31,Istanbul,34152,Turkey,2025-10-10T16:59:22,Tiger,Cat,Male,British Shorthair,False,14.0,1.0,6.0,Ideal,Very Active,"Dry food, Wet food",Always hungry,Very important
selin.kilic@gmail.com,SeKil44#2024,Selin,Kılıç,+90 536 833 09 20,Cumhuriyet Cd 36,Istanbul,34444,Turkey,2025-10-10T17:13:25,,,,,,,,,,,,,
elina.jarvinen@gmail.com,ElJar66!2025,Elina,Järvinen,+358 044 8976626,Itäkatu 98,Tampere,33148,Finland,2025-10-10T17:23:45,,,,,,,,,,,,,
brightpanda30@zoho.com,ElYil12@2024,Elif,Yıldız,+90 539 254 61 85,Bağdat Cd 30,Istanbul,34271,Turkey,2025-10-10T17:32:53,,,,,,,,,,,,,
hilal.kilic557@gmail.com,HiKil26#2024,Hilal,Kılıç,+90 538 937 78 19,Halaskargazi Cd 215,Gaziantep,27223,Turkey,2025-10-10T17:54:13,Pumpkin,Cat,Female,Siamese,True,2.0,3.0,3.8,Muscular,Active,Wet food,Picky eater,Important
rapidlynx406@gmail.com,HiYil72#2025,Hilal,Yıldız,+90 505 950 76 82,Atatürk Blv 55,Istanbul,34366,Turkey,2025-10-10T18:02:26,,,,,,,,,,,,,
berk.kaya@datamint.tr,BeKay69@2025,Berk,Kaya,+90 505 760 77 01,Bağdat Cd 125,Istanbul,34350,Turkey,2025-10-10T18:07:28,,,,,,,,,,,,,
smart.eagle_1469@outlook.com,IlVir24@2025,Ilona,Virtanen,+358 050 7698941,Aleksanterinkatu 62,Helsinki,00873,Finland,2025-10-10T18:18:11,Buddy,Cat,Female,Sphynx,False,9.0,1.0,4.5,Underweight,Moderately Active,Raw food,Happy and energetic,Important
maarten.devries745@iberix.tr,Made 57$2025,Maarten,de Vries,+31 6 4506 8018,Blaak 235,Amsterdam,1021 12,Netherlands,2025-10-10T19:03:43,,,,,,,,,,,,,
gizem.yalcin@msn.com,GiYal60!2025,Gizem,Yalçın,+90 535 125 44 52,Cumhuriyet Cd 93,Istanbul,34789,Turkey,2025-10-10T19:14:43,,,,,,,,,,,,,
laura.jarvinen@gmail.com,LaJar57$2024,Laura,Järvinen,+358 044 4221010,Itäkatu 206,Turku,20569,Finland,2025-10-10T19:31:34,Misty,Cat,Male,Ragdoll,True,14.0,1.0,5.2,Ideal,Active,"Dry food, Wet food",Picky eater,Very important
